"case_id","activity","resource","arrival","start","complete","instance_id"
"Application_1691306052","W_Call after offers","User_119",2016-01-07 10:35:08,2016-01-07 10:40:08,2016-01-07 10:40:08,20
"Application_1691306052","W_Validate application","User_119",2016-01-07 10:35:08,2016-01-07 10:40:08,2016-01-07 10:40:08,21
"Application_1691306052","W_Validate application","User_68",2016-01-07 10:35:08,2016-01-07 10:40:08,2016-01-07 14:29:49,22
"Application_1691306052","A_Validating","User_119",2016-01-07 10:35:09,2016-01-07 10:40:09,2016-01-07 10:40:09,23
"Application_1691306052","W_Validate application","User_119",2016-01-07 10:44:11,2016-01-07 10:49:11,2016-01-07 10:49:11,24
"Application_1691306052","W_Validate application","User_30",2016-01-07 12:29:12,2016-01-07 12:34:12,2016-01-07 12:34:12,25
"Application_1691306052","W_Validate application","User_30",2016-01-07 12:29:27,2016-01-07 12:34:27,2016-01-07 12:34:27,26
"Application_1691306052","W_Validate application","User_68",2016-01-07 14:12:02,2016-01-07 14:17:02,2016-01-07 14:17:02,27
"Application_1691306052","A_Denied","User_68",2016-01-07 14:24:49,2016-01-07 14:29:49,2016-01-07 14:29:49,28
"Application_1691306052","O_Refused","User_68",2016-01-07 14:24:49,2016-01-07 14:29:49,2016-01-07 14:29:49,29
"Application_428409768","A_Create Application","User_1",2016-01-01 12:14:38,2016-01-01 12:19:38,2016-01-01 12:19:38,30
"Application_428409768","A_Submitted","User_1",2016-01-01 12:14:38,2016-01-01 12:19:38,2016-01-01 12:19:38,31
"Application_428409768","W_Handle leads","User_1",2016-01-01 12:14:38,2016-01-01 12:19:38,2016-01-01 12:19:38,32
"Application_428409768","W_Handle leads","User_1",2016-01-01 12:15:37,2016-01-01 12:20:37,2016-01-01 12:20:37,33
"Application_428409768","W_Complete application","User_1",2016-01-01 12:15:37,2016-01-01 12:20:37,2016-01-01 12:20:37,34
"Application_428409768","A_Concept","User_1",2016-01-01 12:15:37,2016-01-01 12:20:37,2016-01-01 12:20:37,35
"Application_428409768","W_Complete application","User_19",2016-01-02 11:50:03,2016-01-02 11:55:03,2016-01-02 12:06:53,36
"Application_428409768","A_Accepted","User_19",2016-01-02 11:57:44,2016-01-02 12:02:44,2016-01-02 12:02:44,37
"Application_428409768","O_Create Offer","User_19",2016-01-02 12:00:15,2016-01-02 12:05:15,2016-01-02 12:05:15,38
"Application_428409768","O_Created","User_19",2016-01-02 12:00:17,2016-01-02 12:05:17,2016-01-02 12:05:17,39
"Application_428409768","O_Sent (mail and online)","User_19",2016-01-02 12:01:53,2016-01-02 12:06:53,2016-01-02 12:06:53,40
"Application_428409768","W_Call after offers","User_19",2016-01-02 12:01:53,2016-01-02 12:06:53,2016-01-02 12:06:53,41
"Application_428409768","W_Call after offers","User_19",2016-01-02 12:01:53,2016-01-02 12:06:53,2016-01-02 12:06:53,42
"Application_428409768","A_Complete","User_19",2016-01-02 12:01:53,2016-01-02 12:06:53,2016-01-02 12:06:53,43
"Application_428409768","W_Call after offers","User_19",2016-01-02 12:02:21,2016-01-02 12:07:21,2016-01-02 12:07:21,44
"Application_428409768","O_Create Offer","User_19",2016-01-02 12:20:44,2016-01-02 12:25:44,2016-01-02 12:25:44,45
"Application_428409768","O_Created","User_19",2016-01-02 12:20:45,2016-01-02 12:25:45,2016-01-02 12:25:45,46
"Application_428409768","O_Cancelled","User_19",2016-01-02 12:21:06,2016-01-02 12:26:06,2016-01-02 12:26:06,47
"Application_428409768","O_Sent (mail and online)","User_19",2016-01-02 12:21:19,2016-01-02 12:26:19,2016-01-02 12:26:19,48
"Application_428409768","W_Call after offers","User_11",2016-01-06 10:19:20,2016-01-06 10:24:20,2016-01-06 10:24:20,49
"Application_428409768","W_Call after offers","User_11",2016-01-06 10:19:49,2016-01-06 10:24:49,2016-01-06 10:24:49,50
"Application_428409768","W_Call after offers","User_116",2016-01-13 09:52:21,2016-01-13 09:57:21,2016-01-13 09:57:21,51
"Application_428409768","W_Validate application","User_116",2016-01-13 09:52:21,2016-01-13 09:57:21,2016-01-13 09:57:21,52
"Application_428409768","W_Validate application","User_116",2016-01-13 09:52:21,2016-01-13 09:57:21,2016-01-13 09:57:21,53
"Application_428409768","A_Validating","User_116",2016-01-13 09:52:22,2016-01-13 09:57:22,2016-01-13 09:57:22,54
"Application_428409768","O_Returned","User_116",2016-01-13 10:03:14,2016-01-13 10:08:14,2016-01-13 10:08:14,55
"Application_428409768","W_Validate application","User_116",2016-01-13 10:09:02,2016-01-13 10:14:02,2016-01-13 10:14:02,56
"Application_428409768","W_Validate application","User_101",2016-01-13 13:14:05,2016-01-13 13:19:05,2016-01-13 13:19:05,57
"Application_428409768","W_Call incomplete files","User_101",2016-01-13 13:14:05,2016-01-13 13:19:05,2016-01-13 13:19:05,58
"Application_428409768","W_Call incomplete files","User_101",2016-01-13 13:14:05,2016-01-13 13:19:05,2016-01-13 13:19:05,59
"Application_428409768","A_Incomplete","User_101",2016-01-13 13:14:05,2016-01-13 13:19:05,2016-01-13 13:19:05,60
"Application_428409768","W_Call incomplete files","User_101",2016-01-13 13:14:56,2016-01-13 13:19:56,2016-01-13 13:19:56,61
"Application_428409768","W_Call incomplete files","User_34",2016-01-13 14:57:49,2016-01-13 15:02:49,2016-01-13 15:02:49,62
"Application_428409768","W_Call incomplete files","User_34",2016-01-13 15:29:27,2016-01-13 15:34:27,2016-01-13 15:34:27,63
"Application_428409768","W_Call incomplete files","User_34",2016-01-13 15:41:34,2016-01-13 15:46:34,2016-01-13 15:46:34,64
"Application_428409768","W_Call incomplete files","User_34",2016-01-13 15:41:59,2016-01-13 15:46:59,2016-01-13 15:46:59,65
"Application_428409768","W_Call incomplete files","User_31",2016-01-13 16:56:21,2016-01-13 17:01:21,2016-01-13 17:01:21,66
"Application_428409768","W_Validate application","User_31",2016-01-13 16:56:21,2016-01-13 17:01:21,2016-01-13 17:01:21,67
"Application_428409768","W_Validate application","User_31",2016-01-13 16:56:21,2016-01-13 17:01:21,2016-01-13 17:01:21,68
"Application_428409768","A_Validating","User_31",2016-01-13 16:56:21,2016-01-13 17:01:21,2016-01-13 17:01:21,69
"Application_428409768","W_Validate application","User_31",2016-01-13 16:56:56,2016-01-13 17:01:56,2016-01-13 17:01:56,70
"Application_428409768","O_Accepted","User_90",2016-01-14 07:55:14,2016-01-14 08:00:14,2016-01-14 08:00:14,71
"Application_428409768","A_Pending","User_90",2016-01-14 07:55:14,2016-01-14 08:00:14,2016-01-14 08:00:14,72
"Application_428409768","W_Validate application","User_90",2016-01-14 07:55:14,2016-01-14 08:00:14,2016-01-14 08:00:14,73
"Application_1746793196","A_Create Application","User_1",2016-01-01 13:29:53,2016-01-01 13:34:53,2016-01-01 13:34:53,74
"Application_1746793196","A_Submitted","User_1",2016-01-01 13:29:53,2016-01-01 13:34:53,2016-01-01 13:34:53,75
"Application_1746793196","W_Handle leads","User_1",2016-01-01 13:29:54,2016-01-01 13:34:54,2016-01-01 13:34:54,76
"Application_1746793196","W_Handle leads","User_17",2016-01-02 10:00:02,2016-01-02 10:05:02,2016-01-02 10:06:04,77
"Application_1746793196","W_Complete application","User_17",2016-01-02 10:01:04,2016-01-02 10:06:04,2016-01-02 10:06:04,78
"Application_1746793196","W_Complete application","User_19",2016-01-02 10:01:04,2016-01-02 10:06:04,2016-01-04 18:23:02,79
"Application_1746793196","A_Concept","User_17",2016-01-02 10:01:04,2016-01-02 10:06:04,2016-01-02 10:06:04,80
"Application_1746793196","W_Complete application","User_17",2016-01-02 10:01:08,2016-01-02 10:06:08,2016-01-02 10:06:08,81
"Application_1746793196","W_Complete application","User_17",2016-01-02 16:44:57,2016-01-02 16:49:57,2016-01-02 16:49:57,82
"Application_1746793196","W_Complete application","User_17",2016-01-02 16:45:02,2016-01-02 16:50:02,2016-01-02 16:50:02,83
"Application_1746793196","W_Complete application","User_89",2016-01-04 09:29:54,2016-01-04 09:34:54,2016-01-04 09:34:54,84
"Application_1746793196","W_Complete application","User_89",2016-01-04 09:30:09,2016-01-04 09:35:09,2016-01-04 09:35:09,85
"Application_1746793196","W_Complete application","User_15",2016-01-04 09:40:45,2016-01-04 09:45:45,2016-01-04 09:45:45,86
"Application_1746793196","W_Complete application","User_15",2016-01-04 09:41:05,2016-01-04 09:46:05,2016-01-04 09:46:05,87
"Application_1746793196","W_Complete application","User_16",2016-01-04 09:41:37,2016-01-04 09:46:37,2016-01-04 09:46:37,88
"Application_1746793196","W_Complete application","User_16",2016-01-04 09:43:03,2016-01-04 09:48:03,2016-01-04 09:48:03,89
"Application_1746793196","W_Complete application","User_19",2016-01-04 17:50:01,2016-01-04 17:55:01,2016-01-04 17:55:01,90
"Application_1746793196","A_Accepted","User_19",2016-01-04 18:10:59,2016-01-04 18:15:59,2016-01-04 18:15:59,91
"Application_1746793196","O_Create Offer","User_19",2016-01-04 18:14:15,2016-01-04 18:19:15,2016-01-04 18:19:15,92
"Application_1746793196","O_Created","User_19",2016-01-04 18:14:17,2016-01-04 18:19:17,2016-01-04 18:19:17,93
"Application_1746793196","O_Sent (mail and online)","User_19",2016-01-04 18:18:02,2016-01-04 18:23:02,2016-01-04 18:23:02,94
"Application_1746793196","W_Call after offers","User_19",2016-01-04 18:18:02,2016-01-04 18:23:02,2016-01-04 18:23:02,95
"Application_1746793196","W_Call after offers","User_19",2016-01-04 18:18:02,2016-01-04 18:23:02,2016-01-04 18:23:02,96
"Application_1746793196","A_Complete","User_19",2016-01-04 18:18:02,2016-01-04 18:23:02,2016-01-04 18:23:02,97
"Application_1746793196","W_Call after offers","User_19",2016-01-04 18:18:36,2016-01-04 18:23:36,2016-01-04 18:23:36,98
"Application_1746793196","W_Call after offers","User_15",2016-01-08 10:10:54,2016-01-08 10:15:54,2016-01-08 10:15:54,99
"Application_1746793196","W_Call after offers","User_15",2016-01-08 10:11:31,2016-01-08 10:16:31,2016-01-08 10:16:31,100
"Application_1746793196","O_Create Offer","User_12",2016-01-09 10:43:22,2016-01-09 10:48:22,2016-01-09 10:48:22,101
"Application_1746793196","O_Created","User_12",2016-01-09 10:43:23,2016-01-09 10:48:23,2016-01-09 10:48:23,102
"Application_1746793196","O_Sent (mail and online)","User_12",2016-01-09 10:43:33,2016-01-09 10:48:33,2016-01-09 10:48:33,103
"Application_1746793196","W_Call after offers","User_3",2016-01-25 09:48:44,2016-01-25 09:53:44,2016-01-25 09:53:44,104
"Application_1746793196","W_Call after offers","User_3",2016-01-25 09:49:09,2016-01-25 09:54:09,2016-01-25 09:54:09,105
"Application_1746793196","W_Call after offers","User_119",2016-01-25 14:32:28,2016-01-25 14:37:28,2016-01-25 14:37:28,106
"Application_1746793196","W_Validate application","User_119",2016-01-25 14:32:28,2016-01-25 14:37:28,2016-01-25 14:37:28,107
"Application_1746793196","W_Validate application","User_95",2016-01-25 14:32:28,2016-01-25 14:37:28,2016-01-28 10:18:39,108
"Application_1746793196","A_Validating","User_119",2016-01-25 14:32:29,2016-01-25 14:37:29,2016-01-25 14:37:29,109
"Application_1746793196","O_Returned","User_119",2016-01-25 14:32:59,2016-01-25 14:37:59,2016-01-25 14:37:59,110
"Application_1746793196","W_Validate application","User_119",2016-01-25 14:35:58,2016-01-25 14:40:58,2016-01-25 14:40:58,111
"Application_1746793196","W_Validate application","User_68",2016-01-25 15:08:56,2016-01-25 15:13:56,2016-01-25 15:13:56,112
"Application_1746793196","W_Validate application","User_68",2016-01-25 15:09:02,2016-01-25 15:14:02,2016-01-25 15:14:02,113
"Application_1746793196","W_Validate application","User_102",2016-01-25 17:21:05,2016-01-25 17:26:05,2016-01-25 17:26:05,114
"Application_1746793196","W_Validate application","User_102",2016-01-25 17:22:54,2016-01-25 17:27:54,2016-01-25 17:27:54,115
"Application_1746793196","W_Validate application","User_102",2016-01-25 17:25:13,2016-01-25 17:30:13,2016-01-25 17:30:13,116
"Application_1746793196","W_Validate application","User_102",2016-01-25 17:26:18,2016-01-25 17:31:18,2016-01-25 17:31:18,117
"Application_1746793196","W_Validate application","User_114",2016-01-26 09:37:09,2016-01-26 09:42:09,2016-01-26 09:42:09,118
"Application_1746793196","W_Call incomplete files","User_114",2016-01-26 09:37:09,2016-01-26 09:42:09,2016-01-26 09:42:09,119
"Application_1746793196","W_Call incomplete files","User_114",2016-01-26 09:37:09,2016-01-26 09:42:09,2016-01-26 09:42:09,120
"Application_1746793196","A_Incomplete","User_114",2016-01-26 09:37:09,2016-01-26 09:42:09,2016-01-26 09:42:09,121
"Application_1746793196","W_Call incomplete files","User_114",2016-01-26 09:37:14,2016-01-26 09:42:14,2016-01-26 09:42:14,122
"Application_1746793196","W_Call incomplete files","User_2",2016-01-27 09:26:56,2016-01-27 09:31:56,2016-01-27 09:31:56,123
"Application_1746793196","W_Call incomplete files","User_2",2016-01-27 09:27:44,2016-01-27 09:32:44,2016-01-27 09:32:44,124
"Application_1746793196","W_Call incomplete files","User_118",2016-01-27 11:52:57,2016-01-27 11:57:57,2016-01-27 11:57:57,125
"Application_1746793196","W_Validate application","User_118",2016-01-27 11:52:57,2016-01-27 11:57:57,2016-01-27 11:57:57,126
"Application_1746793196","W_Validate application","User_95",2016-01-27 11:52:57,2016-01-27 11:57:57,2016-01-28 13:18:51,127
"Application_1746793196","A_Validating","User_118",2016-01-27 11:52:57,2016-01-27 11:57:57,2016-01-27 11:57:57,128
"Application_1746793196","W_Validate application","User_118",2016-01-27 11:54:54,2016-01-27 11:59:54,2016-01-27 11:59:54,129
"Application_1746793196","W_Validate application","User_95",2016-01-27 14:24:52,2016-01-27 14:29:52,2016-01-27 14:29:52,130
"Application_1746793196","W_Validate application","User_95",2016-01-27 14:27:34,2016-01-27 14:32:34,2016-01-27 14:32:34,131
"Application_1746793196","W_Validate application","User_30",2016-01-28 07:34:38,2016-01-28 07:39:38,2016-01-28 07:39:38,132
"Application_1746793196","W_Validate application","User_30",2016-01-28 07:34:56,2016-01-28 07:39:56,2016-01-28 07:39:56,133
"Application_1746793196","W_Validate application","User_95",2016-01-28 09:36:06,2016-01-28 09:41:06,2016-01-28 09:41:06,134
"Application_1746793196","W_Validate application","User_95",2016-01-28 09:40:21,2016-01-28 09:45:21,2016-01-28 09:45:21,135
"Application_1746793196","W_Validate application","User_95",2016-01-28 09:51:22,2016-01-28 09:56:22,2016-01-28 09:56:22,136
"Application_1746793196","W_Call incomplete files","User_95",2016-01-28 10:13:39,2016-01-28 10:18:39,2016-01-28 10:18:39,137
"Application_1746793196","W_Call incomplete files","User_95",2016-01-28 10:13:39,2016-01-28 10:18:39,2016-01-28 10:18:39,138
"Application_1746793196","A_Incomplete","User_95",2016-01-28 10:13:39,2016-01-28 10:18:39,2016-01-28 10:18:39,139
"Application_1746793196","W_Call incomplete files","User_95",2016-01-28 10:13:54,2016-01-28 10:18:54,2016-01-28 10:18:54,140
"Application_1746793196","W_Call incomplete files","User_2",2016-01-28 10:15:13,2016-01-28 10:20:13,2016-01-28 10:20:13,141
"Application_1746793196","W_Call incomplete files","User_2",2016-01-28 10:23:49,2016-01-28 10:28:49,2016-01-28 10:28:49,142
"Application_1746793196","W_Call incomplete files","User_2",2016-01-28 10:27:19,2016-01-28 10:32:19,2016-01-28 10:32:19,143
"Application_1746793196","W_Call incomplete files","User_2",2016-01-28 10:30:13,2016-01-28 10:35:13,2016-01-28 10:35:13,144
"Application_1746793196","W_Call incomplete files","User_116",2016-01-28 12:51:13,2016-01-28 12:56:13,2016-01-28 12:56:13,145
"Application_1746793196","W_Validate application","User_116",2016-01-28 12:51:13,2016-01-28 12:56:13,2016-01-28 12:56:13,146
"Application_1746793196","W_Validate application","User_116",2016-01-28 12:51:13,2016-01-28 12:56:13,2016-01-28 12:56:13,147
"Application_1746793196","A_Validating","User_116",2016-01-28 12:51:13,2016-01-28 12:56:13,2016-01-28 12:56:13,148
"Application_1746793196","W_Validate application","User_116",2016-01-28 12:52:12,2016-01-28 12:57:12,2016-01-28 12:57:12,149
"Application_1746793196","W_Validate application","User_95",2016-01-28 13:11:30,2016-01-28 13:16:30,2016-01-28 13:16:30,150
"Application_1746793196","O_Accepted","User_95",2016-01-28 13:13:51,2016-01-28 13:18:51,2016-01-28 13:18:51,151
"Application_1746793196","A_Pending","User_95",2016-01-28 13:13:51,2016-01-28 13:18:51,2016-01-28 13:18:51,152
"Application_1746793196","O_Cancelled","User_95",2016-01-28 13:13:51,2016-01-28 13:18:51,2016-01-28 13:18:51,153
"Application_1266995739","A_Create Application","User_1",2016-01-01 14:17:19,2016-01-01 14:22:19,2016-01-01 14:22:19,154
"Application_1266995739","A_Submitted","User_1",2016-01-01 14:17:19,2016-01-01 14:22:19,2016-01-01 14:22:19,155
"Application_1266995739","W_Handle leads","User_1",2016-01-01 14:17:19,2016-01-01 14:22:19,2016-01-01 14:22:19,156
"Application_1266995739","W_Handle leads","User_1",2016-01-01 14:18:29,2016-01-01 14:23:29,2016-01-01 14:23:29,157
"Application_1266995739","W_Complete application","User_1",2016-01-01 14:18:29,2016-01-01 14:23:29,2016-01-01 14:23:29,158
"Application_1266995739","A_Concept","User_1",2016-01-01 14:18:29,2016-01-01 14:23:29,2016-01-01 14:23:29,159
"Application_1266995739","W_Complete application","User_19",2016-01-02 12:41:28,2016-01-02 12:46:28,2016-01-02 12:46:28,160
"Application_1266995739","W_Complete application","User_19",2016-01-02 12:41:43,2016-01-02 12:46:43,2016-01-02 12:46:43,161
"Application_1266995739","W_Complete application","User_19",2016-01-02 14:23:22,2016-01-02 14:28:22,2016-01-02 14:28:22,162
"Application_1266995739","W_Complete application","User_19",2016-01-02 14:23:52,2016-01-02 14:28:52,2016-01-02 14:28:52,163
"Application_1266995739","W_Complete application","User_3",2016-01-02 14:24:33,2016-01-02 14:29:33,2016-01-02 14:29:33,164
"Application_1266995739","W_Complete application","User_3",2016-01-02 14:24:43,2016-01-02 14:29:43,2016-01-02 14:29:43,165
"Application_1266995739","W_Complete application","User_38",2016-01-02 14:25:27,2016-01-02 14:30:27,2016-01-02 14:30:27,166
"Application_1266995739","W_Complete application","User_38",2016-01-02 14:26:56,2016-01-02 14:31:56,2016-01-02 14:31:56,167
"Application_1266995739","A_Accepted","User_3",2016-01-02 14:30:32,2016-01-02 14:35:32,2016-01-02 14:35:32,168
"Application_1266995739","O_Create Offer","User_3",2016-01-02 14:33:19,2016-01-02 14:38:19,2016-01-02 14:38:19,169
"Application_1266995739","O_Created","User_3",2016-01-02 14:33:20,2016-01-02 14:38:20,2016-01-02 14:38:20,170
"Application_1266995739","O_Sent (mail and online)","User_3",2016-01-02 14:33:31,2016-01-02 14:38:31,2016-01-02 14:38:31,171
"Application_1266995739","W_Complete application","User_3",2016-01-02 14:33:31,2016-01-02 14:38:31,2016-01-02 14:38:31,172
"Application_1266995739","W_Call after offers","User_3",2016-01-02 14:33:31,2016-01-02 14:38:31,2016-01-02 14:38:31,173
"Application_1266995739","W_Call after offers","User_3",2016-01-02 14:33:31,2016-01-02 14:38:31,2016-01-02 14:38:31,174
"Application_1266995739","A_Complete","User_3",2016-01-02 14:33:31,2016-01-02 14:38:31,2016-01-02 14:38:31,175
"Application_1266995739","W_Call after offers","User_3",2016-01-02 14:34:23,2016-01-02 14:39:23,2016-01-02 14:39:23,176
"Application_1266995739","W_Call after offers","User_11",2016-01-06 10:50:20,2016-01-06 10:55:20,2016-01-06 10:55:20,177
"Application_1266995739","W_Call after offers","User_11",2016-01-06 10:50:43,2016-01-06 10:55:43,2016-01-06 10:55:43,178
"Application_1266995739","W_Call after offers","User_113",2016-01-08 10:16:19,2016-01-08 10:21:19,2016-01-08 10:21:19,179
"Application_1266995739","W_Validate application","User_113",2016-01-08 10:16:19,2016-01-08 10:21:19,2016-01-08 10:21:19,180
"Application_1266995739","W_Validate application","User_113",2016-01-08 10:16:19,2016-01-08 10:21:19,2016-01-08 10:21:19,181
"Application_1266995739","A_Validating","User_113",2016-01-08 10:16:20,2016-01-08 10:21:20,2016-01-08 10:21:20,182
"Application_1266995739","O_Returned","User_113",2016-01-08 10:16:27,2016-01-08 10:21:27,2016-01-08 10:21:27,183
"Application_1266995739","W_Validate application","User_113",2016-01-08 10:17:57,2016-01-08 10:22:57,2016-01-08 10:22:57,184
"Application_1266995739","W_Validate application","User_100",2016-01-08 13:41:40,2016-01-08 13:46:40,2016-01-08 13:46:40,185
"Application_1266995739","W_Call incomplete files","User_100",2016-01-08 13:41:40,2016-01-08 13:46:40,2016-01-08 13:46:40,186
"Application_1266995739","W_Call incomplete files","User_100",2016-01-08 13:41:40,2016-01-08 13:46:40,2016-01-08 13:46:40,187
"Application_1266995739","A_Incomplete","User_100",2016-01-08 13:41:40,2016-01-08 13:46:40,2016-01-08 13:46:40,188
"Application_1266995739","W_Call incomplete files","User_100",2016-01-08 13:43:19,2016-01-08 13:48:19,2016-01-08 13:48:19,189
"Application_1266995739","W_Call incomplete files","User_28",2016-01-08 16:28:24,2016-01-08 16:33:24,2016-01-08 16:33:24,190
"Application_1266995739","W_Call incomplete files","User_28",2016-01-08 16:29:44,2016-01-08 16:34:44,2016-01-08 16:34:44,191
"Application_1266995739","W_Call incomplete files","User_28",2016-01-08 16:37:59,2016-01-08 16:42:59,2016-01-08 16:42:59,192
"Application_1266995739","W_Call incomplete files","User_28",2016-01-08 16:38:10,2016-01-08 16:43:10,2016-01-08 16:43:10,193
"Application_1266995739","W_Call incomplete files","User_27",2016-01-09 11:13:35,2016-01-09 11:18:35,2016-01-09 11:18:35,194
"Application_1266995739","W_Call incomplete files","User_27",2016-01-09 11:14:37,2016-01-09 11:19:37,2016-01-09 11:19:37,195
"Application_1266995739","W_Call incomplete files","User_27",2016-01-09 11:16:00,2016-01-09 11:21:00,2016-01-09 11:21:00,196
"Application_1266995739","W_Call incomplete files","User_27",2016-01-09 11:16:10,2016-01-09 11:21:10,2016-01-09 11:21:10,197
"Application_1266995739","W_Call incomplete files","User_27",2016-01-09 12:30:32,2016-01-09 12:35:32,2016-01-09 12:35:32,198
"Application_1266995739","W_Call incomplete files","User_27",2016-01-09 12:38:42,2016-01-09 12:43:42,2016-01-09 12:43:42,199
"Application_1266995739","W_Call incomplete files","User_27",2016-01-09 12:48:54,2016-01-09 12:53:54,2016-01-09 12:53:54,200
"Application_1266995739","W_Call incomplete files","User_27",2016-01-09 12:49:41,2016-01-09 12:54:41,2016-01-09 12:54:41,201
"Application_1266995739","A_Cancelled","User_27",2016-01-09 16:43:53,2016-01-09 16:48:53,2016-01-09 16:48:53,202
"Application_1266995739","O_Cancelled","User_27",2016-01-09 16:43:53,2016-01-09 16:48:53,2016-01-09 16:48:53,203
"Application_1266995739","W_Call incomplete files","User_27",2016-01-09 16:43:53,2016-01-09 16:48:53,2016-01-09 16:48:53,204
"Application_1120819670","A_Create Application","User_1",2016-01-01 17:17:50,2016-01-01 17:22:50,2016-01-01 17:22:50,205
"Application_1120819670","A_Submitted","User_1",2016-01-01 17:17:50,2016-01-01 17:22:50,2016-01-01 17:22:50,206
"Application_1120819670","W_Handle leads","User_1",2016-01-01 17:17:50,2016-01-01 17:22:50,2016-01-01 17:22:50,207
"Application_1120819670","W_Handle leads","User_1",2016-01-01 17:18:36,2016-01-01 17:23:36,2016-01-01 17:23:36,208
"Application_1120819670","W_Complete application","User_1",2016-01-01 17:18:36,2016-01-01 17:23:36,2016-01-01 17:23:36,209
"Application_1120819670","A_Concept","User_1",2016-01-01 17:18:36,2016-01-01 17:23:36,2016-01-01 17:23:36,210
"Application_1120819670","A_Accepted","User_17",2016-01-02 10:47:01,2016-01-02 10:52:01,2016-01-02 10:52:01,211
"Application_1120819670","O_Create Offer","User_17",2016-01-02 10:50:46,2016-01-02 10:55:46,2016-01-02 10:55:46,212
"Application_1120819670","O_Created","User_17",2016-01-02 10:50:47,2016-01-02 10:55:47,2016-01-02 10:55:47,213
"Application_1120819670","O_Sent (mail and online)","User_17",2016-01-02 10:54:50,2016-01-02 10:59:50,2016-01-02 10:59:50,214
"Application_1120819670","W_Complete application","User_17",2016-01-02 10:54:50,2016-01-02 10:59:50,2016-01-02 10:59:50,215
"Application_1120819670","W_Call after offers","User_17",2016-01-02 10:54:50,2016-01-02 10:59:50,2016-01-02 10:59:50,216
"Application_1120819670","W_Call after offers","User_17",2016-01-02 10:54:50,2016-01-02 10:59:50,2016-01-02 10:59:50,217
"Application_1120819670","A_Complete","User_17",2016-01-02 10:54:50,2016-01-02 10:59:50,2016-01-02 10:59:50,218
"Application_1120819670","W_Call after offers","User_17",2016-01-02 10:57:05,2016-01-02 11:02:05,2016-01-02 11:02:05,219
"Application_1120819670","W_Call after offers","User_11",2016-01-06 09:22:25,2016-01-06 09:27:25,2016-01-06 09:27:25,220
"Application_1120819670","W_Call after offers","User_11",2016-01-06 09:22:47,2016-01-06 09:27:47,2016-01-06 09:27:47,221
"Application_1120819670","W_Call after offers","User_116",2016-01-08 10:50:32,2016-01-08 10:55:32,2016-01-08 10:55:32,222
"Application_1120819670","W_Validate application","User_116",2016-01-08 10:50:32,2016-01-08 10:55:32,2016-01-08 10:55:32,223
"Application_1120819670","W_Validate application","User_95",2016-01-08 10:50:32,2016-01-08 10:55:32,2016-01-11 10:42:07,224
"Application_1120819670","A_Validating","User_116",2016-01-08 10:50:33,2016-01-08 10:55:33,2016-01-08 10:55:33,225
"Application_1120819670","O_Returned","User_116",2016-01-08 10:55:24,2016-01-08 11:00:24,2016-01-08 11:00:24,226
